batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS
200,이대수,2018,SK,0.2,4,5,1,1,1,0,0,2,0,0,0,0,0,2,0,0.4,0.2,0,175cm/75kg,1981년 08월 21일,내야수(우투우타),군산중앙초-군산중-군산상고-SK-두산-한화,,0.6000000000000001
201,이대형,2003,LG,0.245,47,53,12,13,2,2,0,19,4,7,3,2,0,12,0,0.358,0.273,1,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.631
201,이대형,2004,LG,0.091,13,11,1,1,0,0,0,1,0,2,1,0,0,4,0,0.091,0.091,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.182
201,이대형,2005,LG,0.268,107,127,40,34,4,1,0,40,5,37,9,11,1,35,2,0.315,0.331,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.6459999999999999
201,이대형,2006,LG,0.258,87,155,23,40,3,0,0,43,4,15,8,5,0,35,1,0.277,0.281,1,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.5579999999999999
201,이대형,2007,LG,0.308,125,451,68,139,13,1,1,157,31,53,20,38,5,54,3,0.348,0.3670000000000001,4,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.715
201,이대형,2008,LG,0.264,126,523,71,138,5,2,0,147,33,63,15,39,2,80,3,0.281,0.317,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.5980000000000001
201,이대형,2009,LG,0.28,133,521,92,146,10,2,2,166,41,64,18,50,0,77,8,0.319,0.341,4,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.66
201,이대형,2010,LG,0.261,130,494,73,129,14,2,1,150,43,66,21,58,2,76,3,0.304,0.341,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.645
201,이대형,2011,LG,0.249,104,354,56,88,11,5,1,112,24,34,17,30,2,78,0,0.316,0.31,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.626
201,이대형,2012,LG,0.17800000000000002,101,258,32,46,4,4,1,61,19,25,3,25,1,53,5,0.236,0.253,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.489
201,이대형,2013,LG,0.237,102,177,36,42,5,1,1,52,10,13,9,19,1,45,1,0.294,0.312,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.606
201,이대형,2014,KIA,0.32299999999999995,126,461,75,149,15,9,1,185,40,22,15,35,2,57,5,0.401,0.3720000000000001,3,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.773
201,이대형,2015,KT,0.302,140,546,86,165,23,3,0,194,37,44,14,53,6,92,5,0.355,0.37,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.725
201,이대형,2016,KT,0.32,143,600,89,192,14,3,1,215,42,37,20,44,2,90,6,0.358,0.368,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.726
201,이대형,2017,KT,0.267,100,337,51,90,8,3,0,104,24,23,4,24,0,54,8,0.309,0.315,2,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.624
201,이대형,2018,KT,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,184cm/78kg,1983년 07월 19일,외야수(좌투좌타),광주서림초-무등중-광주제일고-LG-KIA,10000만원,0.0
202,이대호,2001,롯데,0.5,6,8,0,4,0,0,0,4,1,0,0,1,0,2,0,0.5,0.556,0,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1.056
202,이대호,2002,롯데,0.278,74,255,27,71,19,0,8,114,32,1,0,19,7,66,6,0.447,0.345,9,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.792
202,이대호,2003,롯데,0.243,54,152,8,37,6,0,4,55,13,0,2,13,6,37,3,0.362,0.327,1,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.6890000000000001
202,이대호,2004,롯데,0.248,132,444,52,110,26,0,20,196,68,4,3,38,20,78,21,0.441,0.331,13,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.772
202,이대호,2005,롯데,0.266,126,447,53,119,16,2,21,202,80,1,0,47,15,76,12,0.452,0.354,12,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.8059999999999999
202,이대호,2006,롯데,0.336,122,443,71,149,26,0,26,253,88,0,1,39,16,55,11,0.5710000000000001,0.409,7,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.98
202,이대호,2007,롯데,0.335,121,415,79,139,21,1,29,249,87,1,0,81,13,55,9,0.6,0.453,4,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1.053
202,이대호,2008,롯데,0.301,122,435,73,131,23,0,18,208,94,0,1,62,18,56,9,0.478,0.4,11,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.878
202,이대호,2009,롯데,0.293,133,478,73,140,28,1,28,254,100,0,0,51,16,65,13,0.531,0.377,15,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.908
202,이대호,2010,롯데,0.364,127,478,99,174,13,0,44,319,133,0,2,61,10,77,15,0.667,0.444,12,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1.111
202,이대호,2011,롯데,0.35700000000000004,133,493,76,176,26,1,27,285,113,2,0,63,8,60,22,0.578,0.433,7,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1.011
202,이대호,2017,롯데,0.32,142,540,73,173,13,0,34,288,111,1,1,50,15,84,22,0.5329999999999999,0.391,8,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.924
202,이대호,2018,롯데,0.333,144,543,81,181,30,0,37,322,125,0,1,43,14,75,18,0.593,0.394,3,194cm/130kg,1982년 06월 21일,내야수(우투우타),부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,0.987
203,이동훈,2016,한화,0.0,17,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,178cm/72kg,1996년 07월 24일,외야수(좌투좌타),본리초-경운중-대구상원고,10000만원,0.0
203,이동훈,2017,한화,0.221,67,131,23,29,0,0,0,29,2,4,2,5,1,15,2,0.221,0.255,1,178cm/72kg,1996년 07월 24일,외야수(좌투좌타),본리초-경운중-대구상원고,10000만원,0.476
203,이동훈,2018,한화,0.239,28,46,6,11,1,0,1,15,2,0,1,3,1,8,1,0.326,0.3,0,178cm/72kg,1996년 07월 24일,외야수(좌투좌타),본리초-경운중-대구상원고,10000만원,0.626
204,이명기,2008,SK,0.25,6,12,2,3,0,0,0,3,2,0,1,1,0,2,0,0.25,0.308,0,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.5579999999999999
204,이명기,2009,SK,0.2,4,5,0,1,0,0,0,1,0,0,1,0,0,2,0,0.2,0.2,0,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.4
204,이명기,2010,SK,0.25,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0.25,0.4,0,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.65
204,이명기,2013,SK,0.34,26,100,21,34,3,2,1,44,11,6,4,9,0,22,1,0.44,0.391,1,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.831
204,이명기,2014,SK,0.368,83,285,54,105,13,2,4,134,28,8,6,21,1,47,7,0.47,0.414,3,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.8839999999999999
204,이명기,2015,SK,0.315,137,521,88,164,30,2,3,207,35,22,10,35,11,86,7,0.397,0.368,2,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.765
204,이명기,2016,SK,0.272,99,287,29,78,7,4,1,96,22,14,8,23,4,37,3,0.334,0.332,4,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.6659999999999999
204,이명기,2017,KIA,0.332,115,464,79,154,24,4,9,213,63,8,7,28,3,57,2,0.459,0.371,5,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.8300000000000001
204,이명기,2018,KIA,0.302,120,447,88,135,28,6,4,187,42,12,5,40,3,64,5,0.418,0.363,2,183cm/80kg,1987년 12월 26일,외야수(좌투좌타),서화초-상인천중-인천고-SK,3000만원,0.7809999999999999
205,이명환,2013,NC,0.111,5,9,0,1,0,0,0,1,0,0,0,0,0,2,1,0.1111111111111111,0.1111111111111111,0,,1985년 04월 26일,,율하초-성광중-대구고-한양대-NC,,0.2222222222222222
206,이민재,2012,LG,0.071,7,14,0,1,0,0,0,1,0,0,0,0,0,4,0,0.07142857142857142,0.07142857142857142,0,,1988년 02월 05일,,효제초-건대부중-경동고-홍익대,,0.14285714285714285
206,이민재,2015,LG,0.267,28,30,6,8,1,0,0,9,4,0,1,1,1,8,0,0.3,0.3125,0,,1988년 02월 05일,,효제초-건대부중-경동고-홍익대,,0.6125
207,이범호,2000,한화,0.162,69,74,11,12,7,0,1,22,3,1,0,10,1,21,2,0.0,0.0,6,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.0
207,이범호,2001,한화,0.196,71,138,22,27,7,1,3,45,16,2,4,11,2,25,3,0.326,0.263,9,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.589
207,이범호,2002,한화,0.26,111,296,41,77,20,2,11,134,35,5,1,24,3,57,5,0.453,0.32,5,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.773
207,이범호,2003,한화,0.238,107,323,46,77,19,1,11,131,38,2,6,47,5,63,6,0.406,0.343,8,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.7490000000000001
207,이범호,2004,한화,0.308,133,481,80,148,35,3,23,258,74,6,3,48,3,80,8,0.536,0.371,30,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.907
207,이범호,2005,한화,0.273,126,444,69,121,27,1,26,228,68,6,2,53,9,94,8,0.514,0.35700000000000004,15,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.871
207,이범호,2006,한화,0.257,126,421,53,108,25,1,20,195,73,0,2,65,7,87,11,0.463,0.363,13,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.8260000000000001
207,이범호,2007,한화,0.246,126,418,57,103,14,0,21,180,63,2,0,72,5,73,14,0.431,0.361,13,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.792
207,이범호,2008,한화,0.276,125,434,80,120,21,3,19,204,77,12,1,61,9,50,18,0.47,0.374,7,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.8440000000000001
207,이범호,2009,한화,0.284,126,436,64,124,21,0,25,220,79,3,1,53,7,70,10,0.505,0.369,14,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.8740000000000001
207,이범호,2011,KIA,0.302,101,318,63,96,21,0,17,168,77,2,0,75,7,56,8,0.528,0.44,3,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.968
207,이범호,2012,KIA,0.293,42,140,13,41,7,0,2,54,19,1,0,27,1,23,3,0.386,0.404,3,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.79
207,이범호,2013,KIA,0.248,122,436,56,108,17,0,24,197,73,0,2,62,9,79,18,0.452,0.35,3,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.802
207,이범호,2014,KIA,0.269,105,350,47,94,23,0,19,174,82,2,2,41,11,89,9,0.4970000000000001,0.36,9,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.857
207,이범호,2015,KIA,0.27,138,437,60,118,25,0,28,227,79,3,4,57,16,91,16,0.519,0.3720000000000001,9,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.8909999999999999
207,이범호,2016,KIA,0.31,138,484,93,150,23,0,33,272,108,1,1,60,9,57,15,0.562,0.391,11,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.953
207,이범호,2017,KIA,0.272,115,382,57,104,14,0,25,193,89,0,0,52,7,81,9,0.505,0.365,13,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.87
207,이범호,2018,KIA,0.28,101,332,41,93,7,0,20,160,69,1,0,42,4,59,12,0.482,0.366,4,183cm/96kg,1981년 11월 25일,내야수(우투우타),대구수창초-경운중-대구고-한화,11000만원,0.848
208,이병휘,2018,두산,0.273,28,22,5,6,1,0,0,7,2,1,1,1,1,6,1,0.318,0.333,0,175cm/68kg,1998년 08월 05일,내야수(우투우타),동막초-천안북중-북일고,6000만원,0.6509999999999999
209,이상호,2013,NC,0.248,103,125,26,31,7,1,0,40,13,25,4,10,0,21,4,0.32,0.304,5,180cm/82kg,1989년 02월 05일,내야수(우투우타),대구옥산초-경운중-대구상원고-영동대-NC-상무,,0.624
209,이상호,2014,NC,0.21600000000000005,96,51,30,11,2,0,1,16,5,11,5,2,0,10,1,0.314,0.241,1,180cm/82kg,1989년 02월 05일,내야수(우투우타),대구옥산초-경운중-대구상원고-영동대-NC-상무,,0.5549999999999999
209,이상호,2016,NC,0.28,15,25,1,7,2,0,0,9,1,3,0,0,2,4,3,0.36,0.333,1,180cm/82kg,1989년 02월 05일,내야수(우투우타),대구옥산초-경운중-대구상원고-영동대-NC-상무,,0.6930000000000001
209,이상호,2017,NC,0.335,95,227,33,76,8,0,0,84,15,12,2,7,2,15,7,0.37,0.36,8,180cm/82kg,1989년 02월 05일,내야수(우투우타),대구옥산초-경운중-대구상원고-영동대-NC-상무,,0.73
209,이상호,2018,NC,0.251,114,187,32,47,2,0,0,49,8,13,5,8,2,15,8,0.262,0.289,2,180cm/82kg,1989년 02월 05일,내야수(우투우타),대구옥산초-경운중-대구상원고-영동대-NC-상무,,0.5509999999999999
210,이성곤,2014,두산,0.25,4,8,1,2,1,0,0,3,0,0,0,0,0,4,0,0.375,0.25,1,186cm/93kg,1992년 03월 25일,외야수(우투좌타),성동초-잠실중-경기고-연세대-두산-경찰-두산,10000만원,0.625
210,이성곤,2017,두산,0.2,4,5,1,1,0,0,0,1,0,0,0,0,0,2,0,0.2,0.2,0,186cm/93kg,1992년 03월 25일,외야수(우투좌타),성동초-잠실중-경기고-연세대-두산-경찰-두산,10000만원,0.4
210,이성곤,2018,삼성,0.188,9,16,1,3,0,0,0,3,0,0,0,3,0,7,1,0.188,0.316,0,186cm/93kg,1992년 03월 25일,외야수(우투좌타),성동초-잠실중-경기고-연세대-두산-경찰-두산,10000만원,0.504
211,이성열,2004,LG,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.0
211,이성열,2005,LG,0.235,102,187,34,44,7,3,9,84,30,3,1,21,21,78,0,0.449,0.374,1,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.823
211,이성열,2006,LG,0.217,56,120,13,26,8,0,2,40,13,2,1,11,8,46,2,0.333,0.317,0,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.65
211,이성열,2007,LG,0.248,75,141,20,35,6,2,1,48,14,7,1,9,5,51,2,0.34,0.314,2,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.654
211,이성열,2008,두산,0.218,84,216,23,47,7,2,1,61,29,8,4,26,10,72,5,0.282,0.328,5,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.61
211,이성열,2009,두산,0.246,31,69,7,17,3,0,2,26,5,2,0,7,3,28,0,0.377,0.342,0,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.7190000000000001
211,이성열,2010,두산,0.263,129,419,77,110,27,1,24,211,86,6,3,40,13,136,6,0.504,0.343,3,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.847
211,이성열,2011,두산,0.253,83,221,23,56,7,1,7,86,28,4,6,16,9,76,2,0.389,0.329,0,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.718
211,이성열,2012,넥센,0.219,104,265,24,58,12,0,7,91,35,5,6,25,6,85,6,0.343,0.3,1,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.643
211,이성열,2013,넥센,0.236,92,284,42,67,12,0,18,133,48,1,2,23,17,115,2,0.468,0.328,1,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.7959999999999999
211,이성열,2014,넥센,0.258,96,256,46,66,10,0,14,118,39,2,3,24,9,80,0,0.461,0.341,1,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.802
211,이성열,2015,한화,0.25,101,232,35,58,10,2,9,99,36,1,1,20,9,87,5,0.4270000000000001,0.331,2,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.758
211,이성열,2016,한화,0.28800000000000003,86,198,29,57,7,3,10,100,29,0,0,11,8,62,3,0.505,0.35,2,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.855
211,이성열,2017,한화,0.307,81,280,41,86,16,1,21,167,65,3,0,19,9,80,0,0.596,0.364,4,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.96
211,이성열,2018,한화,0.295,131,485,76,143,21,1,34,268,102,9,7,35,5,143,9,0.5529999999999999,0.34700000000000003,4,185cm/102kg,1984년 07월 13일,외야수(우투좌타),순천북초-이수중-효천고-LG-두산-넥센,27000만원,0.9
212,이성우,2008,KIA,0.097,39,31,2,3,0,0,1,6,3,0,0,2,0,8,2,0.194,0.147,1,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.341
212,이성우,2009,KIA,0.231,13,13,2,3,1,0,0,4,2,2,0,1,0,3,2,0.308,0.28600000000000003,0,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.594
212,이성우,2010,KIA,0.25,10,16,2,4,0,0,0,4,0,0,0,0,0,3,0,0.25,0.25,1,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.5
212,이성우,2011,KIA,0.333,15,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0.333,0.333,0,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.6659999999999999
212,이성우,2012,KIA,0.0,16,8,1,0,0,0,0,0,1,0,0,1,0,2,1,0.0,0.111,0,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.111
212,이성우,2013,KIA,0.136,15,22,0,3,0,0,0,3,0,0,0,0,0,7,1,0.136,0.136,1,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.272
212,이성우,2014,KIA,0.234,63,124,11,29,3,0,1,35,9,1,0,3,1,18,9,0.282,0.258,5,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.54
212,이성우,2015,KIA,0.222,79,117,8,26,8,0,1,37,16,0,0,9,0,20,5,0.316,0.271,2,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.5870000000000001
212,이성우,2016,KIA,0.211,55,76,9,16,1,0,0,17,6,0,0,5,3,10,3,0.224,0.282,2,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.506
212,이성우,2017,SK,0.279,64,111,6,31,5,0,1,39,14,0,0,6,1,17,2,0.35100000000000003,0.322,3,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.6729999999999999
212,이성우,2018,SK,0.242,88,120,10,29,5,0,0,34,5,1,0,8,1,16,4,0.28300000000000003,0.292,0,180cm/91kg,1981년 09월 01일,포수(우투우타),백운초-청원중-성남서고-상무-SK-KIA,,0.575
283,조동찬,2002,삼성,0.28600000000000003,5,7,2,2,0,0,1,5,1,0,0,0,0,2,0,0.7140000000000001,0.28600000000000003,0,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,1.0
283,조동찬,2003,삼성,0.174,14,23,1,4,0,1,0,6,4,0,0,0,0,8,0,0.261,0.16699999999999998,1,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.4280000000000001
283,조동찬,2004,삼성,0.222,123,342,44,76,18,0,7,115,29,3,0,25,7,94,11,0.336,0.28600000000000003,16,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.622
283,조동찬,2005,삼성,0.274,122,387,55,106,16,0,16,170,63,17,6,39,15,84,9,0.439,0.36,17,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.7989999999999999
283,조동찬,2006,삼성,0.259,107,370,51,96,13,0,10,139,46,20,4,29,6,80,9,0.376,0.32299999999999995,9,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.6990000000000001
283,조동찬,2007,삼성,0.189,38,106,14,20,3,0,0,23,10,3,1,11,6,23,2,0.217,0.301,3,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.518
283,조동찬,2008,삼성,0.225,68,151,25,34,2,0,2,42,14,8,3,19,5,32,4,0.278,0.322,1,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.6000000000000001
283,조동찬,2009,삼성,0.256,75,215,34,55,8,0,8,87,29,21,1,26,3,46,4,0.405,0.341,8,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.746
283,조동찬,2010,삼성,0.292,95,332,61,97,20,2,9,148,51,33,5,28,7,75,3,0.446,0.359,14,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.8049999999999999
283,조동찬,2011,삼성,0.21600000000000005,85,208,27,45,7,0,4,64,25,18,1,19,2,47,4,0.308,0.284,9,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.5920000000000001
283,조동찬,2012,삼성,0.285,94,270,40,77,15,2,6,114,39,12,3,28,6,68,3,0.422,0.363,6,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.7849999999999999
283,조동찬,2013,삼성,0.24,74,221,36,53,15,0,7,89,25,7,2,25,4,54,4,0.403,0.327,5,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.73
283,조동찬,2014,삼성,0.27,31,74,8,20,4,0,1,27,6,5,2,10,1,21,5,0.365,0.36,2,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.725
283,조동찬,2016,삼성,0.275,90,247,32,68,11,1,10,111,36,0,1,26,3,64,7,0.449,0.348,11,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.7969999999999999
283,조동찬,2017,삼성,0.289,122,353,35,102,23,0,10,155,46,3,0,22,10,72,8,0.439,0.344,8,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.7829999999999999
283,조동찬,2018,삼성,0.222,28,54,5,12,1,0,1,16,2,0,0,4,0,14,2,0.29600000000000004,0.276,0,180cm/80kg,1983년 07월 27일,내야수(우투우타),공주중동초-공주중-공주고,12000만원,0.5720000000000001
213,이승재,2006,롯데,0.17600000000000002,38,34,2,6,2,0,0,8,2,0,0,1,0,7,2,0.2352941176470588,0.2,1,,1983년 06월 09일,,양덕초-마산중-마산고-경희대-롯데-NC,,0.4352941176470588
213,이승재,2007,롯데,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1983년 06월 09일,,양덕초-마산중-마산고-경희대-롯데-NC,,
213,이승재,2014,NC,0.091,12,11,1,1,0,1,0,3,3,0,0,0,0,3,0,0.2727272727272727,0.09090909090909093,1,,1983년 06월 09일,,양덕초-마산중-마산고-경희대-롯데-NC,,0.3636363636363637
214,이양기,2003,한화,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,,1981년 01월 31일,,상인천초-동인천중-동산고-탐라대-한화-상무-한화,,0.0
214,이양기,2004,한화,0.0,10,10,0,0,0,0,0,0,0,0,0,1,0,4,2,0.0,0.09090909090909093,0,,1981년 01월 31일,,상인천초-동인천중-동산고-탐라대-한화-상무-한화,,0.09090909090909093
214,이양기,2005,한화,0.455,10,11,5,5,0,0,1,8,1,0,0,1,0,1,1,0.7272727272727273,0.5,0,,1981년 01월 31일,,상인천초-동인천중-동산고-탐라대-한화-상무-한화,,1.2272727272727273
